"","s","S","F","R","RT"
"6000","16","s1","load0","r2",1.082
"6001","16","s2","load0","r2",0.534
"6002","16","s1","load0","r1",0.76
"6003","16","s1","load0","r2",1.472
"6004","16","s1","load0","r1",0.561
"6005","16","s2","load0","r2",1.012
"6006","16","s2","load0","r2",0.951
"6007","16","s1","load0","r1",1.725
"6008","16","s2","load0","r2",0.821
"6009","16","s2","load0","r2",1.008
"6010","16","s1","load1","r1",1.101
"6011","16","s1","load1","r1",1.071
"6012","16","s2","load1","r1",0.988
"6013","16","s1","load1","r1",1.737
"6014","16","s1","load1","r2",0.776
"6015","16","s2","load1","r2",0.966
"6016","16","s1","load1","r1",1.803
"6017","16","s1","load1","r1",0.978
"6018","16","s2","load1","r1",1.069
"6019","16","s1","load1","r1",1.798
"6020","16","s1","load1","r1",2.116
"6021","16","s2","load1","r1",1.239
"6022","16","s1","load1","r1",0.82
"6023","16","s2","load1","r1",0.868
"6024","16","s1","load1","r1",0.796
"6025","16","s1","load1","r1",0.71
"6026","16","s1","load1","r1",0.622
"6027","16","s2","load1","r1",1.808
"6028","16","s1","load1","r1",0.89
"6029","16","s2","load1","r2",0.907
"6030","16","s1","load1","r1",0.831
"6031","16","s1","load1","r1",0.899
"6032","16","s1","load1","r1",0.89
"6033","16","s2","load1","r2",0.907
"6034","16","s1","load1","r1",0.831
"6035","16","s1","load1","r1",0.899
"6036","16","s2","load1","r2",1.91
"6037","16","s1","load0","r1",0.921
"6038","16","s1","load0","r1",0.52
"6039","16","s2","load0","r2",0.698
"6040","16","s1","load0","r1",0.835
"6041","16","s1","load0","r1",0.761
"6042","16","s2","load0","r1",1.554
"6043","16","s2","load0","r2",1.342
"6044","16","s1","load0","r1",1.052
"6045","16","s1","load0","r1",0.835
"6046","16","s1","load0","r1",0.761
"6047","16","s2","load0","r1",1.554
"6048","16","s1","load0","r1",0.835
"6049","16","s1","load0","r1",0.761
"6050","16","s2","load0","r1",1.554
"6051","16","s1","load0","r1",0.749
"6052","16","s1","load0","r2",0.886
"6053","16","s2","load0","r2",0.778
"6054","16","s2","load0","r2",1.211
"6055","16","s1","load0","r1",0.939
"6056","16","s2","load0","r1",0.777
"6057","16","s1","load0","r1",0.845
"6058","16","s2","load0","r2",0.953
"6059","16","s2","load0","r2",0.811
"6060","16","s1","load0","r1",0.661
"6061","16","s2","load0","r1",0.777
"6062","16","s1","load0","r1",0.845
"6063","16","s2","load0","r2",0.953
"6064","16","s2","load1","r2",1.441
"6065","16","s1","load1","r1",0.768
"6066","16","s1","load1","r1",1.94
"6067","16","s2","load1","r1",0.543
"6068","16","s1","load1","r1",1.822
"6069","16","s1","load1","r1",0.647
"6070","16","s2","load1","r2",1.095
"6071","16","s2","load1","r2",1
"6072","16","s1","load1","r2",1.756
"6073","16","s1","load1","r1",0.917
"6074","16","s2","load1","r1",0.773
"6075","16","s1","load1","r1",2.026
"6076","16","s2","load1","r1",1.484
"6077","16","s1","load1","r1",1.173
"6078","16","s1","load1","r2",0.687
"6079","16","s1","load1","r2",1.397
"6080","16","s1","load1","r1",1.218
"6081","16","s1","load1","r1",1.046
"6082","16","s1","load1","r1",0.795
"6083","16","s2","load1","r2",1.046
"6084","16","s1","load1","r1",1.274
"6085","16","s1","load1","r1",0.854
"6086","16","s2","load1","r2",0.893
"6087","16","s1","load0","r1",0.826
"6088","16","s2","load0","r2",0.872
"6089","16","s2","load0","r1",0.744
"6090","16","s2","load0","r2",1.303
"6091","16","s2","load0","r2",0.758
"6092","16","s1","load0","r1",0.764
"6093","16","s1","load0","r1",0.897
"6094","16","s1","load0","r1",0.901
"6095","16","s1","load0","r1",1.336
"6096","16","s1","load0","r1",0.737
"6097","16","s2","load0","r2",0.69
"6098","16","s1","load0","r1",0.936
"6099","16","s2","load0","r2",1.363
"6100","16","s1","load0","r1",1.488
"6101","16","s2","load0","r2",0.81
"6102","16","s1","load0","r1",0.801
"6103","16","s2","load0","r2",0.691
"6104","16","s1","load0","r1",1.547
"6105","16","s1","load0","r2",2.012
"6106","16","s2","load0","r2",0.96
"6107","16","s2","load0","r2",0.945
"6108","16","s2","load0","r2",1.147
"6109","16","s1","load0","r1",0.763
"6110","16","s1","load0","r1",1.512
"6111","16","s1","load0","r1",0.645
"6112","16","s2","load0","r2",1.076
"6113","16","s1","load1","r1",0.728
"6114","16","s1","load1","r1",0.707
"6115","16","s2","load1","r2",0.969
"6116","16","s2","load1","r1",2.176
"6117","16","s2","load1","r2",0.861
"6118","16","s2","load1","r2",2.337
"6119","16","s1","load1","r1",1.033
"6120","16","s1","load1","r1",1.267
"6121","16","s1","load1","r1",2.742
"6122","16","s2","load1","r2",0.921
"6123","16","s1","load1","r1",1.32
"6124","16","s1","load1","r1",0.812
"6125","16","s2","load1","r2",1.533
"6126","16","s2","load1","r2",0.87
"6127","16","s1","load1","r1",0.925
"6128","16","s2","load1","r2",1.223
"6129","16","s1","load1","r1",1.612
"6130","16","s2","load1","r2",1.247
"6131","16","s1","load1","r1",1.354
"6132","16","s1","load1","r1",1.567
"6133","16","s2","load1","r1",2.373
"6134","16","s2","load1","r2",0.705
"6135","16","s2","load1","r2",2.138
"6136","16","s2","load1","r2",0.833
"6137","16","s1","load1","r1",0.834
"6138","16","s1","load1","r1",1.15
"6139","16","s1","load1","r1",1.276
"6140","16","s1","load1","r1",1.12
"6141","16","s1","load0","r1",0.798
"6142","16","s1","load0","r1",1.047
"6143","16","s2","load0","r2",0.798
"6144","16","s1","load0","r1",0.782
"6145","16","s1","load0","r2",0.759
"6146","16","s2","load0","r2",0.83
"6147","16","s2","load0","r2",1.025
"6148","16","s1","load0","r1",1.015
"6149","16","s2","load0","r1",1.004
"6150","16","s2","load0","r1",1.249
"6151","16","s2","load0","r2",0.721
"6152","16","s2","load0","r1",0.944
"6153","16","s1","load0","r1",1.064
"6154","16","s1","load0","r1",0.837
"6155","16","s1","load0","r1",0.773
"6156","16","s1","load0","r1",0.887
"6157","16","s2","load0","r2",0.649
"6158","16","s2","load0","r2",0.768
"6159","16","s1","load0","r1",1.678
"6160","16","s1","load0","r1",0.874
"6161","16","s2","load0","r2",0.654
"6162","16","s2","load0","r2",0.831
"6163","16","s2","load0","r2",0.721
"6164","16","s2","load0","r2",0.721
"6165","16","s2","load0","r2",0.668
"6166","16","s1","load1","r1",1.14
"6167","16","s1","load1","r2",1.235
"6168","16","s1","load1","r1",0.881
"6169","16","s2","load1","r2",0.936
"6170","16","s2","load1","r2",0.724
"6171","16","s2","load1","r2",0.803
"6172","16","s2","load1","r1",2.02
"6173","16","s2","load1","r1",1.134
"6174","16","s1","load1","r1",0.898
"6175","16","s1","load1","r2",1.202
"6176","16","s1","load1","r2",1.046
"6177","16","s2","load1","r2",1.185
"6178","16","s1","load1","r1",0.788
"6179","16","s2","load1","r2",1.576
"6180","16","s2","load1","r2",0.968
"6181","16","s1","load1","r1",2.323
"6182","16","s2","load1","r2",0.783
"6183","16","s1","load1","r1",1.187
"6184","16","s1","load1","r1",0.918
"6185","16","s2","load1","r2",0.917
"6186","16","s2","load1","r1",2.268
"6187","16","s2","load1","r2",1.094
"6188","16","s1","load1","r2",2.183
"6189","16","s1","load1","r2",3.884
"6190","16","s1","load1","r1",0.786
"6191","16","s2","load1","r1",1.368
"6192","16","s1","load0","r1",0.801
"6193","16","s1","load0","r2",1.783
"6194","16","s2","load0","r2",0.761
"6195","16","s1","load0","r2",1.104
"6196","16","s1","load0","r1",1.103
"6197","16","s1","load0","r1",0.759
"6198","16","s2","load0","r1",0.774
"6199","16","s1","load0","r1",0.712
"6200","16","s2","load0","r2",0.686
"6201","16","s1","load0","r1",1.247
"6202","16","s2","load0","r1",1.599
"6203","16","s2","load0","r2",0.867
"6204","16","s1","load0","r1",0.966
"6205","16","s1","load0","r1",0.92
"6206","16","s2","load0","r2",1.29
"6207","16","s1","load0","r1",0.853
"6208","16","s2","load0","r2",0.742
"6209","16","s2","load0","r2",1.056
"6210","16","s1","load0","r1",0.744
"6211","16","s2","load0","r2",0.745
"6212","16","s2","load0","r2",0.742
"6213","16","s2","load0","r2",1.056
"6214","16","s1","load0","r1",0.744
"6215","16","s2","load0","r2",1.769
"6216","16","s2","load0","r2",1.008
"6217","16","s1","load0","r1",1.176
"6218","16","s2","load1","r2",1.366
"6219","16","s2","load1","r2",1.291
"6220","16","s1","load1","r1",0.636
"6221","16","s2","load1","r2",1.291
"6222","16","s2","load1","r2",1.291
"6223","16","s1","load1","r1",0.807
"6224","17","s2","load0","r1",0.706
"6225","17","s2","load0","r2",0.468
"6226","17","s2","load0","r1",0.607
"6227","17","s2","load0","r2",0.674
"6228","17","s2","load0","r1",1.168
"6229","17","s1","load0","r1",0.72
"6230","17","s1","load0","r1",0.684
"6231","17","s2","load0","r2",0.471
"6232","17","s1","load0","r1",0.65
"6233","17","s2","load0","r2",0.683
"6234","17","s1","load0","r1",0.684
"6235","17","s1","load0","r1",0.859
"6236","17","s2","load0","r2",0.502
"6237","17","s1","load1","r1",0.941
"6238","17","s1","load1","r2",0.875
"6239","17","s2","load1","r2",1
"6240","17","s2","load1","r1",0.574
"6241","17","s1","load1","r1",1.052
"6242","17","s2","load1","r2",0.916
"6243","17","s2","load1","r1",0.662
"6244","17","s1","load1","r1",0.941
"6245","17","s1","load1","r1",0.797
"6246","17","s1","load1","r1",0.69
"6247","17","s1","load1","r1",0.774
"6248","17","s2","load1","r1",0.483
"6249","17","s2","load1","r2",0.771
"6250","17","s2","load1","r1",0.886
"6251","17","s2","load1","r1",0.664
"6252","17","s2","load1","r2",1.046
"6253","17","s1","load1","r1",0.608
"6254","17","s1","load1","r1",0.949
"6255","17","s1","load1","r1",0.571
"6256","17","s1","load1","r1",0.622
"6257","17","s1","load1","r1",0.747
"6258","17","s2","load1","r2",0.803
"6259","17","s2","load1","r2",0.882
"6260","17","s1","load1","r1",0.939
"6261","17","s2","load1","r2",0.796
"6262","17","s1","load1","r1",0.717
"6263","17","s2","load0","r2",0.644
"6264","17","s2","load0","r2",0.633
"6265","17","s2","load0","r2",0.487
"6266","17","s2","load0","r1",0.874
"6267","17","s2","load0","r1",0.735
"6268","17","s1","load0","r1",0.743
"6269","17","s1","load0","r1",1
"6270","17","s1","load0","r1",0.715
"6271","17","s2","load0","r2",0.679
"6272","17","s2","load0","r1",0.73
"6273","17","s1","load0","r1",0.593
"6274","17","s1","load0","r1",0.586
"6275","17","s1","load0","r1",0.695
"6276","17","s2","load0","r2",0.834
"6277","17","s1","load0","r1",0.889
"6278","17","s1","load0","r1",0.797
"6279","17","s2","load0","r2",0.56
"6280","17","s2","load0","r2",1.061
"6281","17","s1","load0","r1",0.595
"6282","17","s2","load0","r2",0.41
"6283","17","s1","load0","r1",0.724
"6284","17","s2","load0","r2",0.774
"6285","17","s2","load0","r2",0.812
"6286","17","s1","load0","r1",0.757
"6287","17","s2","load0","r2",0.544
"6288","17","s2","load0","r1",0.692
"6289","17","s1","load0","r1",0.779
"6290","17","s2","load1","r1",1.079
"6291","17","s2","load1","r1",0.998
"6292","17","s2","load1","r2",0.987
"6293","17","s2","load1","r2",0.791
"6294","17","s2","load1","r1",0.39
"6295","17","s1","load1","r1",0.588
"6296","17","s2","load1","r1",0.63
"6297","17","s2","load1","r2",0.887
"6298","17","s2","load1","r2",0.584
"6299","17","s1","load1","r2",1.311
"6300","17","s1","load1","r1",0.628
"6301","17","s2","load1","r1",0.367
"6302","17","s2","load0","r1",0.863
"6303","17","s1","load0","r1",0.742
"6304","17","s1","load0","r1",0.553
"6305","17","s2","load0","r1",1.025
"6306","17","s2","load0","r2",0.958
"6307","17","s2","load0","r2",0.592
"6308","17","s2","load0","r2",0.732
"6309","17","s2","load0","r1",0.818
"6310","17","s2","load0","r2",0.8
"6311","17","s1","load0","r1",0.736
"6312","17","s2","load0","r2",0.526
"6313","17","s1","load0","r1",0.577
"6314","17","s2","load0","r2",0.648
"6315","17","s1","load1","r1",0.982
"6316","17","s2","load1","r1",0.712
"6317","17","s2","load1","r2",0.512
"6318","17","s2","load1","r2",0.757
"6319","17","s2","load1","r2",0.566
"6320","17","s2","load1","r2",0.624
"6321","17","s1","load1","r1",0.754
"6322","17","s1","load1","r1",0.529
"6323","17","s2","load1","r1",0.481
"6324","17","s2","load1","r2",1.041
"6325","17","s1","load1","r1",1.013
"6326","17","s1","load1","r1",0.665
"6327","17","s1","load1","r1",0.741
"6328","17","s2","load1","r1",0.914
"6329","17","s2","load0","r1",0.919
"6330","17","s2","load0","r1",0.438
"6331","17","s2","load0","r1",0.525
"6332","17","s1","load0","r1",0.493
"6333","17","s1","load0","r2",0.554
"6334","17","s1","load0","r1",0.596
"6335","17","s1","load0","r1",0.487
"6336","17","s2","load0","r2",0.578
"6337","17","s2","load0","r2",0.679
"6338","17","s1","load0","r1",0.873
"6339","17","s1","load0","r1",0.736
"6340","17","s1","load0","r1",0.81
"6341","17","s2","load0","r1",0.731
"6342","17","s1","load1","r1",0.836
"6343","17","s1","load1","r1",0.658
"6344","17","s1","load1","r1",0.549
"6345","17","s2","load1","r2",0.911
"6346","17","s1","load1","r1",0.831
"6347","17","s1","load1","r1",0.784
"6348","17","s1","load1","r1",0.481
"6349","17","s1","load1","r1",0.7
"6350","17","s2","load1","r1",0.352
"6351","17","s1","load1","r1",0.591
"6352","17","s2","load1","r2",0.684
"6353","17","s1","load1","r1",0.784
"6354","17","s2","load1","r2",0.684
"6355","17","s1","load1","r1",0.793
"6356","17","s2","load1","r2",0.876
"6357","17","s1","load1","r1",0.441
"6358","17","s1","load1","r1",0.971
"6359","17","s2","load1","r2",0.776
"6360","17","s1","load1","r1",0.685
"6361","17","s2","load1","r2",1.026
"6362","17","s1","load1","r2",0.712
"6363","17","s1","load1","r2",0.807
"6364","17","s1","load1","r2",0.617
"6365","17","s1","load1","r1",0.754
"6366","17","s2","load1","r2",0.958
"6367","17","s1","load1","r2",0.668
"6368","17","s2","load1","r2",0.733
"6369","17","s1","load0","r1",0.714
"6370","17","s2","load0","r2",0.523
"6371","17","s2","load0","r2",1.063
"6372","17","s1","load0","r1",0.804
"6373","17","s2","load0","r2",0.859
"6374","17","s1","load0","r1",0.999
"6375","17","s1","load0","r1",0.758
"6376","17","s1","load0","r1",1.099
"6377","17","s2","load0","r2",0.845
"6378","17","s1","load0","r1",0.539
"6379","17","s2","load0","r2",0.821
"6380","17","s1","load0","r1",0.578
"6381","17","s2","load0","r1",0.623
"6382","17","s1","load0","r1",0.593
"6383","17","s2","load0","r2",0.978
"6384","17","s1","load0","r2",0.823
"6385","17","s1","load0","r1",0.812
"6386","17","s2","load0","r1",0.912
"6387","17","s2","load0","r1",0.772
"6388","17","s2","load0","r1",0.767
"6389","17","s1","load0","r1",0.666
"6390","17","s1","load0","r1",0.633
"6391","17","s1","load0","r1",1.013
"6392","17","s2","load0","r2",0.568
"6393","17","s2","load0","r2",0.914
"6394","17","s2","load1","r1",0.571
"6395","17","s1","load1","r2",0.718
"6396","17","s1","load1","r2",0.714
"6397","17","s1","load1","r1",0.747
"6398","17","s2","load1","r2",0.657
"6399","17","s2","load1","r2",0.693
"6400","17","s2","load1","r2",0.847
"6401","17","s1","load1","r1",0.75
"6402","17","s1","load1","r1",0.954
"6403","17","s2","load1","r1",0.861
"6404","17","s1","load1","r1",0.976
"6405","17","s2","load1","r1",1.023
"6406","17","s2","load1","r2",0.616
"6407","17","s1","load1","r2",0.938
"6408","17","s2","load1","r2",0.999
"6409","17","s1","load1","r2",0.704
"6410","17","s2","load1","r2",0.689
"6411","17","s2","load1","r2",0.865
"6412","17","s2","load1","r1",0.701
"6413","17","s2","load1","r2",0.557
"6414","17","s1","load1","r1",0.836
"6415","17","s1","load1","r1",0.858
"6416","17","s1","load1","r1",0.906
"6417","17","s1","load1","r1",0.866
"6418","17","s1","load1","r1",0.948
"6419","17","s1","load1","r1",0.782
"6420","17","s2","load1","r2",0.749
"6421","17","s1","load0","r1",0.721
"6422","17","s2","load0","r2",0.582
"6423","17","s2","load0","r2",0.828
"6424","17","s2","load0","r1",0.653
"6425","17","s1","load0","r1",0.681
"6426","17","s1","load0","r1",0.887
"6427","17","s2","load0","r2",0.639
"6428","17","s1","load0","r1",0.849
"6429","17","s1","load0","r1",0.766
"6430","17","s1","load0","r1",0.607
"6431","17","s2","load0","r2",0.556
"6432","17","s1","load0","r1",0.987
"6433","17","s1","load0","r1",1.038
"6434","17","s1","load0","r1",0.764
"6435","17","s2","load0","r2",0.525
"6436","17","s2","load0","r2",0.698
"6437","17","s2","load0","r2",0.678
"6438","17","s2","load0","r1",0.412
"6439","17","s1","load0","r1",0.411
"6440","17","s1","load0","r2",0.533
"6441","17","s1","load0","r1",0.633
"6442","17","s1","load0","r1",0.996
"6443","17","s1","load0","r1",0.486
"6444","17","s2","load0","r2",0.63
"6445","17","s2","load0","r2",0.676
"6446","17","s2","load1","r1",1.197
"6447","17","s2","load1","r1",1.172
"6448","17","s1","load1","r1",0.465
"6449","17","s2","load1","r1",0.77
"6450","17","s1","load1","r2",0.561
"6451","17","s1","load1","r1",0.706
"6452","17","s1","load1","r1",0.87
"6453","17","s2","load1","r1",0.955
"6454","17","s1","load1","r1",0.467
"6455","17","s2","load1","r1",0.458
"6456","17","s1","load1","r1",0.601
"6457","17","s1","load1","r1",0.572
"6458","17","s2","load1","r2",0.749
"6459","17","s1","load1","r1",0.722
"6460","17","s1","load1","r2",0.865
"6461","17","s1","load1","r2",0.839
"6462","17","s1","load1","r2",0.704
"6463","17","s1","load1","r2",0.489
"6464","17","s2","load1","r2",0.447
"6465","17","s1","load1","r2",0.398
"6466","17","s1","load1","r1",0.313
"6467","17","s2","load1","r2",0.831
"6468","17","s2","load1","r2",0.559
"6469","17","s1","load1","r2",0.58
"6470","17","s2","load1","r2",1.205
"6471","17","s2","load1","r2",0.552
"6472","17","s2","load1","r1",0.728
"6473","17","s1","load0","r1",0.695
"6474","17","s2","load0","r2",0.75
"6475","17","s1","load0","r2",0.649
"6476","17","s2","load0","r2",0.607
"6477","17","s2","load0","r2",0.513
"6478","17","s1","load0","r1",0.833
"6479","17","s1","load0","r2",0.824
"6480","17","s2","load0","r2",0.58
"6481","17","s2","load0","r2",0.57
"6482","17","s2","load0","r2",0.598
"6483","17","s2","load0","r2",0.932
"6484","17","s2","load0","r1",0.715
"6485","17","s1","load0","r2",0.521
"6486","17","s1","load0","r1",0.488
"6487","17","s1","load0","r2",0.565
"6488","17","s2","load0","r1",1.33
"6489","17","s2","load0","r2",0.958
"6490","17","s2","load0","r2",0.76
"6491","17","s2","load0","r2",0.526
"6492","17","s2","load0","r2",0.46
"6493","17","s1","load0","r2",0.518
"6494","17","s1","load0","r1",0.634
"6495","17","s1","load0","r1",0.647
"6496","17","s1","load0","r2",0.657
"6497","17","s1","load0","r1",0.594
"6498","17","s2","load0","r2",0.811
"6499","17","s1","load0","r1",1.004
"6500","17","s1","load0","r2",0.565
"6501","17","s2","load0","r2",0.527
"6502","17","s1","load0","r2",0.556
"6503","17","s2","load1","r1",0.853
"6504","17","s1","load1","r2",0.505
"6505","17","s1","load1","r1",0.816
"6506","17","s1","load1","r1",0.544
"6507","17","s1","load1","r1",0.469
"6508","17","s2","load1","r1",0.531
"6509","17","s1","load1","r1",0.477
"6510","17","s2","load1","r2",0.548
"6511","17","s1","load1","r1",0.63
"6512","17","s1","load1","r1",0.481
"6513","17","s1","load1","r1",0.542
"6514","17","s1","load1","r1",0.566
"6515","17","s2","load1","r1",0.536
"6516","17","s1","load1","r1",0.483
"6517","17","s2","load1","r1",0.767
"6518","17","s2","load0","r2",0.791
"6519","17","s1","load0","r1",0.657
"6520","17","s2","load0","r2",0.468
"6521","17","s1","load0","r2",0.875
"6522","17","s1","load0","r1",0.981
"6523","17","s2","load0","r1",0.641
"6524","17","s2","load0","r2",0.844
"6525","17","s2","load0","r2",0.587
"6526","17","s1","load0","r1",0.735
"6527","17","s1","load0","r1",0.738
"6528","17","s1","load0","r1",0.7
"6529","17","s2","load0","r2",0.433
"6530","17","s2","load0","r1",0.503
"6531","17","s2","load0","r2",0.417
"6532","17","s1","load1","r1",0.783
"6533","17","s1","load1","r1",0.572
"6534","17","s1","load1","r2",0.663
"6535","17","s2","load1","r1",0.752
"6536","17","s2","load1","r1",0.474
"6537","17","s2","load1","r1",0.492
"6538","17","s2","load1","r1",0.626
"6539","17","s2","load1","r2",1.106
"6540","17","s2","load1","r1",0.704
"6541","17","s2","load1","r2",0.527
"6542","17","s1","load1","r1",0.79
"6543","17","s1","load1","r1",0.578
"6544","17","s1","load1","r1",0.453
"6545","17","s2","load0","r2",0.682
"6546","17","s2","load0","r2",0.616
"6547","17","s1","load0","r1",0.488
"6548","17","s1","load0","r1",0.815
"6549","17","s2","load0","r1",0.747
"6550","17","s1","load0","r1",0.769
"6551","17","s2","load0","r2",0.581
"6552","17","s2","load0","r2",0.53
"6553","17","s2","load0","r1",0.553
"6554","17","s1","load0","r1",0.823
"6555","17","s1","load0","r1",0.544
"6556","17","s1","load0","r1",0.519
"6557","17","s1","load0","r1",0.353
"6558","17","s2","load1","r1",0.764
"6559","17","s1","load1","r1",0.92
"6560","17","s1","load1","r1",0.449
"6561","17","s1","load1","r1",0.43
"6562","17","s1","load1","r2",0.51
"6563","17","s2","load1","r1",0.554
"6564","17","s1","load1","r1",0.877
"6565","17","s1","load1","r1",0.599
"6566","17","s1","load1","r1",0.619
"6567","17","s2","load1","r2",0.59
"6568","17","s2","load1","r1",0.632
"6569","17","s1","load1","r2",0.752
"6570","17","s2","load1","r1",0.482
"6571","17","s1","load1","r2",0.662
"6572","17","s2","load1","r2",0.445
"6573","17","s1","load1","r1",0.556
"6574","17","s1","load1","r1",0.444
"6575","17","s1","load1","r1",0.35
"6576","17","s2","load1","r2",0.705
"6577","17","s2","load1","r2",0.856
"6578","17","s1","load1","r1",0.952
"6579","17","s1","load1","r1",0.663
"6580","17","s1","load1","r1",0.588
"6581","17","s2","load1","r2",0.827
"6582","17","s1","load1","r1",0.792
"6583","17","s2","load1","r2",0.878
"6584","17","s1","load1","r1",0.585
"6585","17","s1","load0","r1",0.625
"6586","17","s2","load0","r2",0.616
"6587","17","s2","load0","r1",0.903
"6588","17","s1","load0","r2",0.534
"6589","17","s1","load0","r1",0.72
"6590","17","s1","load0","r2",0.84
"6591","17","s2","load0","r2",0.545
"6592","17","s2","load0","r2",0.578
"6593","17","s2","load0","r2",0.964
"6594","17","s1","load0","r1",0.438
"6595","17","s2","load0","r2",0.769
"6596","17","s2","load0","r2",0.6
"6597","17","s2","load0","r2",0.664
"6598","17","s2","load0","r2",0.877
"6599","17","s2","load0","r1",0.425
"6600","17","s2","load0","r2",0.739
"6601","17","s1","load0","r1",0.598
"6602","17","s1","load0","r2",0.604
"6603","17","s1","load0","r2",0.59
"6604","17","s1","load0","r1",0.501
"6605","17","s1","load0","r2",0.594
"6606","17","s2","load0","r2",0.679
"6607","17","s1","load0","r1",0.664
"6608","17","s2","load0","r2",0.537
"6609","17","s2","load0","r2",0.394
"6610","17","s2","load0","r2",0.416
"6611","17","s1","load1","r1",0.774
"6612","17","s1","load1","r1",0.46
"6613","17","s1","load1","r1",0.641
"6614","17","s2","load1","r2",0.81
"6615","17","s2","load1","r2",0.652
"6616","17","s2","load1","r2",0.588
"6617","17","s2","load1","r2",0.547
"6618","17","s1","load1","r2",0.414
"6619","17","s2","load1","r2",0.688
"6620","17","s2","load1","r2",0.58
"6621","17","s2","load1","r2",0.388
"6622","17","s2","load1","r2",0.519
"6623","17","s2","load1","r2",0.368
"6624","17","s1","load1","r2",0.413
"6625","17","s2","load1","r1",0.589
"6626","17","s1","load1","r1",0.933
"6627","17","s2","load1","r2",0.702
"6628","17","s1","load1","r1",0.774
"6629","17","s1","load1","r2",0.629
"6630","17","s1","load1","r2",0.742
"6631","17","s2","load1","r2",0.656
"6632","17","s2","load1","r2",0.66
"6633","17","s2","load1","r2",0.563
"6634","17","s1","load1","r1",0.884
"6635","17","s2","load1","r1",0.557
"6636","17","s1","load1","r1",0.832
"6637","17","s2","load1","r2",0.544
"6638","17","s2","load0","r1",0.945
"6639","17","s1","load0","r2",0.537
"6640","17","s2","load0","r2",0.646
"6641","17","s1","load0","r2",0.692
"6642","17","s1","load0","r1",0.707
"6643","17","s2","load0","r2",0.98
"6644","17","s1","load0","r1",0.567
"6645","17","s1","load0","r2",0.533
"6646","17","s1","load0","r2",0.569
"6647","17","s2","load0","r2",0.618
"6648","17","s1","load0","r2",0.85
"6649","17","s2","load0","r2",0.755
"6650","17","s2","load0","r2",0.851
"6651","18","s2","load0","r2",0.854
"6652","18","s1","load0","r1",1.62
"6653","18","s1","load0","r1",2.399
"6654","18","s1","load0","r1",1.265
"6655","18","s1","load0","r1",1.521
"6656","18","s2","load0","r2",1.581
"6657","18","s1","load0","r1",0.853
"6658","18","s1","load0","r2",1.231
"6659","18","s1","load0","r1",0.895
"6660","18","s2","load0","r2",1.572
"6661","18","s2","load0","r2",1.799
"6662","18","s1","load0","r1",2.072
"6663","18","s2","load0","r2",2.57
"6664","18","s1","load0","r1",1.945
"6665","18","s2","load1","r1",0.713
"6666","18","s1","load1","r1",0.714
"6667","18","s1","load1","r1",2.102
"6668","18","s2","load1","r2",2.573
"6669","18","s1","load1","r1",1.103
"6670","18","s1","load1","r1",1.023
"6671","18","s2","load1","r2",1.233
"6672","18","s1","load1","r1",0.743
"6673","18","s2","load1","r2",1.302
"6674","18","s1","load1","r1",0.977
"6675","18","s1","load1","r1",1.201
"6676","18","s1","load1","r1",1.147
"6677","18","s1","load1","r1",1.278
"6678","18","s1","load1","r2",0.646
"6679","18","s1","load1","r1",0.761
"6680","18","s2","load1","r1",0.896
"6681","18","s2","load1","r2",0.902
"6682","18","s1","load1","r1",1.223
"6683","18","s2","load1","r2",3.415
"6684","18","s1","load1","r1",1.062
"6685","18","s2","load1","r1",0.824
"6686","18","s1","load1","r1",1.159
"6687","18","s1","load1","r1",0.584
"6688","18","s2","load1","r2",0.803
"6689","18","s2","load1","r1",1.385
"6690","18","s1","load1","r1",1.152
"6691","18","s1","load1","r1",0.712
"6692","18","s1","load0","r1",1.22
"6693","18","s2","load0","r2",1.422
"6694","18","s1","load0","r2",1.241
"6695","18","s1","load0","r2",2.095
"6696","18","s1","load0","r1",0.744
"6697","18","s1","load0","r2",1.033
"6698","18","s1","load0","r2",1.7
"6699","18","s1","load0","r2",0.985
"6700","18","s2","load0","r2",0.853
"6701","18","s1","load0","r1",1.394
"6702","18","s1","load0","r1",0.967
"6703","18","s1","load0","r1",1.302
"6704","18","s2","load0","r2",2.039
"6705","18","s2","load0","r2",3.394
"6706","18","s2","load0","r2",1.964
"6707","18","s2","load0","r2",0.918
"6708","18","s1","load0","r1",1.836
"6709","18","s2","load0","r2",2.281
"6710","18","s1","load0","r1",2.953
"6711","18","s2","load0","r2",1.453
"6712","18","s2","load0","r1",2.955
"6713","18","s2","load0","r1",1.911
"6714","18","s1","load0","r1",1.186
"6715","18","s2","load0","r2",0.796
"6716","18","s2","load0","r2",0.991
"6717","18","s1","load1","r1",1.162
"6718","18","s1","load1","r1",0.795
"6719","18","s2","load1","r2",1.163
"6720","18","s1","load1","r1",1.214
"6721","18","s1","load1","r1",0.648
"6722","18","s2","load1","r2",1.177
"6723","18","s1","load1","r1",1.556
"6724","18","s1","load1","r1",0.761
"6725","18","s1","load1","r1",1.178
"6726","18","s2","load1","r1",0.934
"6727","18","s2","load1","r2",1.751
"6728","18","s2","load1","r1",1.538
"6729","18","s1","load1","r1",1.456
"6730","18","s1","load1","r1",0.995
"6731","18","s1","load1","r1",0.75
"6732","18","s2","load1","r1",2.443
"6733","18","s1","load1","r2",1.511
"6734","18","s2","load1","r2",1.287
"6735","18","s2","load1","r2",1.081
